GioiTinh,TinhTrangHonNhan,NgheNghiep,KhuVuc,HinhThuc,Mang,TienDT,HonNhan
Nam,DangCoGiaDinh,KyThuat,Trung,TraSau,Mobiphone,51,2
Nu,LyHon,TXTN,Nam,TraTruoc,Mobiphone,166,3
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,150,2
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraSau,EVNTelecom,46,1
Nu,DangCoGiaDinh,VHNT,Bac,TraSau,VinaPhone,40,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,87,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Nam,TraTruoc,Mobiphone,228,2
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Vietnamobile,102,1
Nam,DangCoGiaDinh,VHNT,Trung,TraTruoc,Viettel,185,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,122,2
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,Viettel,122,1
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,212,2
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,186,1
Nam,LyHon,TXCN,Trung,TraTruoc,Mobiphone,107,3
Nam,DangCoGiaDinh,TXCN,Trung,TraSau,Viettel,48,2
Nu,LyHon,LaoDongDacBiet,Bac,TraTruoc,VinaPhone,147,3
Nu,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,181,1
Nu,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,107,1
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Viettel,154,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,112,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,151,1
Nu,ChuaLapGiaDinh,VHNT,Trung,TraSau,Mobiphone,158,1
Nam,DangCoGiaDinh,CongNhan,Nam,TraSau,S-Phone,124,2
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,80,2
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraSau,Viettel,37,1
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Viettel,187,1
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,Mobiphone,197,2
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Mobiphone,71,1
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Viettel,160,1
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,157,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,188,2
Nam,DangCoGiaDinh,TXCN,Nam,TraTruoc,Mobiphone,149,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,91,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,116,2
Nam,LyHon,TXTN,Nam,TraTruoc,Viettel,130,3
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Mobiphone,130,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,185,1
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Viettel,116,1
Nam,LyHon,KyThuat,Nam,TraSau,Mobiphone,170,3
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,65,2
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,141,2
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,Beeline,180,1
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,Viettel,85,2
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,102,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,204,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,101,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Viettel,52,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,172,2
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,138,1
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,EVNTelecom,58,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,61,2
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Viettel,183,1
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,S-Phone,148,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraSau,Mobiphone,266,2
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,56,2
Nam,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,195,2
Nam,LyHon,TXCN,Nam,TraTruoc,Viettel,105,3
Nam,DangCoGiaDinh,VHNT,Bac,TraSau,Viettel,91,2
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,172,2
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,97,1
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Vietnamobile,200,1
Nam,DangCoGiaDinh,TXCN,Bac,TraSau,Viettel,111,2
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,72,1
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraSau,VinaPhone,152,1
Nam,ChuaLapGiaDinh,TXCN,Trung,TraSau,VinaPhone,126,1
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,92,2
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,75,1
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,205,2
Nu,LyHon,VHNT,Nam,TraTruoc,Mobiphone,102,3
Nu,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,151,2
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,107,2
Nam,ChuaLapGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,73,1
Nu,LyHon,CongNhan,Bac,TraSau,Viettel,239,3
Nam,DangCoGiaDinh,VHNT,Trung,TraSau,VinaPhone,61,2
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,141,1
Nam,ChuaLapGiaDinh,TXTN,Nam,TraSau,EVNTelecom,88,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,218,2
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraSau,VinaPhone,102,1
Nam,DangCoGiaDinh,TXTN,Bac,TraSau,Viettel,155,2
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,Vietnamobile,70,2
Nam,ChuaLapGiaDinh,TXCN,Bac,TraSau,Viettel,86,1
Nam,LyHon,NCKH,Trung,TraTruoc,Viettel,193,3
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,156,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraSau,Mobiphone,254,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,186,2
Nam,ChuaLapGiaDinh,HSSV,Trung,TraSau,Viettel,101,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,VinaPhone,96,1
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,106,1
Nam,ChuaLapGiaDinh,TXCN,Nam,TraSau,VinaPhone,79,1
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,Viettel,83,1
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,104,2
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,94,2
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,97,1
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Mobiphone,190,1
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Viettel,175,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,187,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,122,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraSau,Mobiphone,115,1
Nu,ChuaLapGiaDinh,HSSV,Bac,TraTruoc,VinaPhone,99,1
Nam,LyHon,CongNhan,Bac,TraSau,EVNTelecom,83,3
Nu,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,VinaPhone,180,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Mobiphone,63,1
Nu,LyHon,KyThuat,Trung,TraSau,Viettel,70,3
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Mobiphone,157,1
Nu,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,101,2
Nu,DangCoGiaDinh,TXTN,Nam,TraTruoc,VinaPhone,195,2
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,Mobiphone,193,2
Nam,LyHon,KyThuat,Bac,TraTruoc,Mobiphone,9,3
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,98,1
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,95,1
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,S-Phone,160,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,83,1
Nam,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,96,1
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,Viettel,129,2
Nu,LyHon,KyThuat,Bac,TraSau,Mobiphone,174,3
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Viettel,118,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraSau,Viettel,109,2
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraSau,Vietnamobile,102,1
Nam,LyHon,TXTN,Bac,TraSau,Mobiphone,112,3
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,S-Phone,140,1
Nam,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,Mobiphone,133,1
Nam,DangCoGiaDinh,VHNT,Bac,TraSau,Mobiphone,111,2
Nam,LyHon,TXTN,Nam,TraTruoc,Mobiphone,238,3
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,60,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,122,2
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,81,2
Nu,LyHon,TXCN,Nam,TraTruoc,Viettel,0,3
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Mobiphone,177,1
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraSau,VinaPhone,160,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,98,1
Nu,ChuaLapGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,117,1
Nu,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,Mobiphone,212,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,168,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,46,1
Nu,LyHon,VHNT,Bac,TraTruoc,EVNTelecom,26,3
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,125,2
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,112,1
Nu,DangCoGiaDinh,VHNT,Trung,TraSau,Viettel,76,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraSau,Viettel,184,2
Nu,LyHon,TXTN,Nam,TraSau,Viettel,178,3
Nam,DangCoGiaDinh,HanhChinh,Trung,TraSau,Mobiphone,146,2
Nam,DangCoGiaDinh,TXTN,Nam,TraSau,VinaPhone,146,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Viettel,64,1
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,26,2
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,84,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,121,2
Nu,ChuaLapGiaDinh,HanhChinh,Bac,TraSau,VinaPhone,128,1
Nu,ChuaLapGiaDinh,NCKH,Trung,TraTruoc,Mobiphone,101,1
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Viettel,59,2
Nam,ChuaLapGiaDinh,KyThuat,Bac,TraTruoc,VinaPhone,118,1
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,160,1
Nam,DangCoGiaDinh,TXCN,Trung,TraSau,Mobiphone,64,2
Nam,DangCoGiaDinh,HSSV,Nam,TraTruoc,Mobiphone,243,2
Nam,ChuaLapGiaDinh,TXTN,Trung,TraSau,VinaPhone,164,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,177,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,61,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,141,1
Nam,DangCoGiaDinh,HSSV,Bac,TraSau,Viettel,90,2
Nam,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,118,2
Nu,DangCoGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,128,2
Nam,LyHon,TXTN,Nam,TraSau,VinaPhone,119,3
Nam,ChuaLapGiaDinh,VHNT,Nam,TraSau,Viettel,112,1
Nam,DangCoGiaDinh,HSSV,Nam,TraTruoc,Viettel,177,2
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraSau,Viettel,146,1
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,EVNTelecom,87,1
Nam,DangCoGiaDinh,HSSV,Bac,TraSau,Viettel,126,2
Nu,ChuaLapGiaDinh,KyThuat,Bac,TraSau,Mobiphone,113,1
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,125,1
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,71,2
Nu,DangCoGiaDinh,HanhChinh,Bac,TraSau,VinaPhone,69,2
Nu,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Mobiphone,157,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,160,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraSau,Mobiphone,134,2
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,Mobiphone,101,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Mobiphone,178,1
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,91,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraSau,Viettel,153,2
Nu,ChuaLapGiaDinh,TXTN,Nam,TraSau,Mobiphone,162,1
Nu,LyHon,TXCN,Trung,TraSau,Mobiphone,93,3
Nu,ChuaLapGiaDinh,VHNT,Bac,TraSau,VinaPhone,100,1
Nam,DangCoGiaDinh,CongNhan,Trung,TraTruoc,VinaPhone,129,2
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,Viettel,100,2
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,140,1
Nu,LyHon,KyThuat,Nam,TraSau,VinaPhone,167,3
Nu,DangCoGiaDinh,KyThuat,Trung,TraSau,Viettel,98,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,205,2
Nu,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,124,1
Nu,ChuaLapGiaDinh,TXCN,Bac,TraSau,Viettel,115,1
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Vietnamobile,143,1
Nu,DangCoGiaDinh,TXTN,Trung,TraSau,VinaPhone,104,2
Nam,LyHon,TXTN,Trung,TraTruoc,Mobiphone,61,3
Nam,ChuaLapGiaDinh,HanhChinh,Nam,TraTruoc,Mobiphone,217,1
Nam,ChuaLapGiaDinh,TXTN,Bac,TraSau,Mobiphone,73,1
Nam,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,49,1
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,73,2
Nu,ChuaLapGiaDinh,KyThuat,Trung,TraSau,Viettel,90,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,150,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,137,2
Nu,LyHon,VHNT,Nam,TraTruoc,Mobiphone,179,3
Nam,ChuaLapGiaDinh,HSSV,Nam,TraTruoc,VinaPhone,223,1
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,193,2
Nu,DangCoGiaDinh,NCKH,Trung,TraTruoc,VinaPhone,119,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,58,1
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,Viettel,84,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,145,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,VinaPhone,70,2
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Viettel,225,2
Nu,LyHon,CongNhan,Bac,TraSau,Mobiphone,171,3
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,58,1
Nam,LyHon,VHNT,Trung,TraTruoc,Viettel,34,3
Nam,DangCoGiaDinh,TXCN,Trung,TraTruoc,Vietnamobile,219,2
Nam,ChuaLapGiaDinh,VHNT,Nam,TraSau,VinaPhone,142,1
Nu,ChuaLapGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,91,1
Nu,LyHon,TXTN,Nam,TraTruoc,Vietnamobile,231,3
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,184,1
Nu,DangCoGiaDinh,TXCN,Nam,TraTruoc,Viettel,270,2
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,Mobiphone,158,1
Nu,ChuaLapGiaDinh,VHNT,Bac,TraTruoc,Mobiphone,181,1
Nu,DangCoGiaDinh,VHNT,Bac,TraTruoc,Viettel,60,2
Nam,DangCoGiaDinh,NCKH,Nam,TraSau,Viettel,143,2
Nu,LyHon,TXTN,Trung,TraTruoc,Mobiphone,125,3
Nam,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,VinaPhone,231,1
Nu,DangCoGiaDinh,HSSV,Nam,TraTruoc,VinaPhone,119,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,0,2
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraSau,VinaPhone,88,1
Nam,DangCoGiaDinh,LaoDongDacBiet,Bac,TraSau,Mobiphone,90,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,124,1
Nam,ChuaLapGiaDinh,TXCN,Trung,TraSau,VinaPhone,122,1
Nam,DangCoGiaDinh,HSSV,Nam,TraTruoc,Mobiphone,177,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,39,2
Nam,DangCoGiaDinh,KyThuat,Bac,TraTruoc,Mobiphone,111,2
Nu,LyHon,HanhChinh,Nam,TraTruoc,Viettel,144,3
Nu,LyHon,HanhChinh,Trung,TraTruoc,VinaPhone,124,3
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,121,2
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraSau,Viettel,142,1
Nam,DangCoGiaDinh,TXCN,Trung,TraSau,VinaPhone,59,2
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,68,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraSau,Mobiphone,104,2
Nam,LyHon,TXCN,Trung,TraTruoc,Mobiphone,133,3
Nam,DangCoGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,66,2
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,Viettel,171,2
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,VinaPhone,161,1
Nam,ChuaLapGiaDinh,CongNhan,Bac,TraTruoc,VinaPhone,105,1
Nam,DangCoGiaDinh,TXTN,Trung,TraSau,Viettel,129,2
Nu,ChuaLapGiaDinh,NCKH,Trung,TraTruoc,Mobiphone,0,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,211,2
Nam,ChuaLapGiaDinh,VHNT,Trung,TraSau,Viettel,47,1
Nam,LyHon,HanhChinh,Bac,TraTruoc,Viettel,54,3
Nam,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,145,2
Nu,ChuaLapGiaDinh,HSSV,Trung,TraTruoc,Mobiphone,83,1
Nam,LyHon,KyThuat,Nam,TraSau,VinaPhone,133,3
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Vietnamobile,62,1
Nam,ChuaLapGiaDinh,HSSV,Trung,TraTruoc,EVNTelecom,133,1
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,Viettel,117,2
Nu,ChuaLapGiaDinh,HSSV,Bac,TraTruoc,VinaPhone,88,1
Nu,DangCoGiaDinh,VHNT,Bac,TraSau,Beeline,103,2
Nam,DangCoGiaDinh,CongNhan,Nam,TraSau,VinaPhone,168,2
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,VinaPhone,119,2
Nu,DangCoGiaDinh,TXCN,Nam,TraSau,Viettel,151,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,167,1
Nam,DangCoGiaDinh,VHNT,Nam,TraSau,Viettel,166,2
Nu,ChuaLapGiaDinh,HanhChinh,Bac,TraTruoc,VinaPhone,122,1
Nam,DangCoGiaDinh,VHNT,Bac,TraTruoc,VinaPhone,134,2
Nam,DangCoGiaDinh,LaoDongDacBiet,Nam,TraTruoc,VinaPhone,164,2
Nam,DangCoGiaDinh,TXTN,Nam,TraTruoc,Viettel,131,2
Nam,DangCoGiaDinh,NCKH,Bac,TraTruoc,Mobiphone,137,2
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,119,2
Nu,DangCoGiaDinh,KyThuat,Bac,TraSau,EVNTelecom,143,2
Nu,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,Mobiphone,142,1
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,VinaPhone,127,1
Nam,ChuaLapGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,92,1
Nu,DangCoGiaDinh,CongNhan,Nam,TraSau,Mobiphone,175,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,100,2
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,VinaPhone,84,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,VinaPhone,102,2
Nam,LyHon,KyThuat,Nam,TraTruoc,S-Phone,86,3
Nu,DangCoGiaDinh,HanhChinh,Nam,TraSau,Mobiphone,147,2
Nu,ChuaLapGiaDinh,TXTN,Nam,TraSau,VinaPhone,153,1
Nu,DangCoGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,15,2
Nu,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Viettel,127,2
Nu,DangCoGiaDinh,HSSV,Nam,TraSau,VinaPhone,181,2
Nu,LyHon,HSSV,Bac,TraSau,VinaPhone,18,3
Nam,DangCoGiaDinh,HanhChinh,Nam,TraTruoc,Viettel,188,2
Nu,ChuaLapGiaDinh,VHNT,Trung,TraTruoc,Mobiphone,66,1
Nam,ChuaLapGiaDinh,LaoDongDacBiet,Trung,TraTruoc,VinaPhone,136,1
Nu,DangCoGiaDinh,TXCN,Trung,TraSau,Viettel,70,2
Nam,ChuaLapGiaDinh,TXTN,Bac,TraTruoc,VinaPhone,86,1
Nam,DangCoGiaDinh,CongNhan,Bac,TraTruoc,Viettel,227,2
Nam,DangCoGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,91,2
Nam,ChuaLapGiaDinh,CongNhan,Trung,TraTruoc,Mobiphone,119,1
Nam,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,VinaPhone,91,1
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Beeline,90,2
Nam,LyHon,HanhChinh,Trung,TraTruoc,Viettel,36,3
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Mobiphone,208,2
Nu,ChuaLapGiaDinh,HanhChinh,Trung,TraTruoc,Mobiphone,61,1
Nam,LyHon,TXCN,Nam,TraSau,VinaPhone,155,3
Nam,ChuaLapGiaDinh,TXCN,Trung,TraTruoc,Viettel,124,1
Nam,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,152,1
Nu,LyHon,CongNhan,Nam,TraTruoc,Mobiphone,122,3
Nam,LyHon,LaoDongDacBiet,Trung,TraTruoc,VinaPhone,62,3
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,VinaPhone,42,2
Nu,ChuaLapGiaDinh,KyThuat,Nam,TraTruoc,Viettel,191,1
Nam,ChuaLapGiaDinh,KyThuat,Trung,TraTruoc,Viettel,100,1
Nam,DangCoGiaDinh,NCKH,Nam,TraSau,Viettel,111,2
Nu,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,133,1
Nu,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,Mobiphone,153,1
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,103,2
Nam,ChuaLapGiaDinh,CongNhan,Nam,TraTruoc,Viettel,120,1
Nam,LyHon,TXCN,Trung,TraTruoc,VinaPhone,154,3
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Mobiphone,66,2
Nam,ChuaLapGiaDinh,LaoDongDacBiet,Trung,TraTruoc,Mobiphone,164,1
Nam,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Mobiphone,142,2
Nu,ChuaLapGiaDinh,VHNT,Nam,TraTruoc,Viettel,54,1
Nam,DangCoGiaDinh,CongNhan,Nam,TraTruoc,VinaPhone,125,2
Nam,DangCoGiaDinh,TXTN,Bac,TraTruoc,Mobiphone,165,2
Nam,DangCoGiaDinh,HanhChinh,Bac,TraTruoc,Viettel,33,2
Nam,ChuaLapGiaDinh,TXCN,Nam,TraTruoc,S-Phone,141,1
Nu,DangCoGiaDinh,TXTN,Trung,TraTruoc,Mobiphone,156,2
Nam,ChuaLapGiaDinh,TXTN,Nam,TraTruoc,Mobiphone,58,1
Nu,DangCoGiaDinh,CongNhan,Trung,TraTruoc,VinaPhone,87,2
Nu,DangCoGiaDinh,KyThuat,Trung,TraTruoc,Viettel,129,2
Nam,ChuaLapGiaDinh,VHNT,Bac,TraSau,Mobiphone,119,1
Nu,DangCoGiaDinh,LaoDongDacBiet,Bac,TraTruoc,Mobiphone,35,2
Nu,ChuaLapGiaDinh,CongNhan,Bac,TraSau,Mobiphone,0,1
Nam,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Mobiphone,181,2
Nam,DangCoGiaDinh,TXCN,Nam,TraSau,Mobiphone,160,2
Nam,DangCoGiaDinh,TXCN,Bac,TraSau,Mobiphone,75,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,163,2
Nu,DangCoGiaDinh,TXCN,Trung,TraTruoc,Viettel,166,2
Nam,DangCoGiaDinh,VHNT,Nam,TraSau,Viettel,99,2
Nu,DangCoGiaDinh,KyThuat,Nam,TraTruoc,Viettel,90,2
Nam,DangCoGiaDinh,TXCN,Nam,TraSau,VinaPhone,121,2
Nu,DangCoGiaDinh,CongNhan,Nam,TraTruoc,Viettel,199,2
Nam,DangCoGiaDinh,TXCN,Bac,TraTruoc,VinaPhone,103,2
